Date,Vendor,Item,Qty,Unit Price,Line Total
2023-08-16,Party Time Balloons LLC,centerpiece,4,"$6.50",26.00
2023-08-16,TONY'S PIZZA CO,Party Pizza,4,34.00,136.00
08/16/2023,THEME PARTY DECOR CO.,themed decor kit,3,"$32.00",96.00
08/03/2023,Party Time Balloons,BALLOON ARCH,1,"$38.00","$38.00"
2023-08-03,Party Time Balloons,centerpiece,5,"$6.50",32.50
2023-08-03,Tony's Pizza,PARTY PIZZA,3,"$34.00",102.00
8/3/23,THEME PARTY DECOR CO.,Themed Decor Kit,2,"$32.00","$64.00"
08/12/2023,Party Time Balloons,BALLOON ARCH,1,"$38.00",38.00
2023-08-12,Party Time Balloons,Centerpiece,6,6.50,"$39.00"
2023-08-12,Tonys Pizza,Party Pizza,5,34.00,170.00
2023-08-12,THEME PARTY DECOR CO.,Themed Decor Kit,2,32.00,64.00
8/17/23,Party Time Balloons LLC,balloon arch,1,38.00,"$38.00"
8/17/23,Party Time Balloons LLC,Centerpiece,5,6.50,"$32.50"
08/17/2023,Tony's Pizza Co.,Party Pizza,4,"$34.00",136.00
2023-08-17,Theme Party Decor Co,themed decor kit,2,"$32.00","$64.00"
2023-08-03,Roast House Coffee,Whole Bean 5lb,1,"$44.95","$44.95"
08/03/2023,Roast House Coffee,Snack Pack,4,12.00,48.00
2023-08-21,Roast House Coffee,whole bean 5lb,3,45.27,"$135.81"
8/21/23,Roast House Coffee,snack pack,1,12.00,12.00
2023-08-26,CLEANCO SUPPLY,cleaning supplies,1,51.83,51.83
08/16/2023,Playworks Toys,play equipment,2,52.45,104.91
9/24/23,Party Time Balloon Co.,Balloon Arch,1,38.00,"$38.00"
2023-09-24,Party Time Balloon Co.,Centerpiece,4,"$6.50",26.00
2023-09-24,Tonys Pizza,party pizza,2,34.00,"$68.00"
2023-09-24,Theme Party Decor,themed decor kit,2,"$32.00",64.00
2023-09-19,PARTY TIME BALLOONS,balloon arch,1,38.00,38.00
9/19/23,PARTY TIME BALLOONS,Centerpiece,4,"$6.50","$26.00"
9/19/23,Tony's Pizza Co.,Party Pizza,2,34.00,68.00
9/19/23,Theme Party Decor Co,themed decor kit,2,32.00,"$64.00"
9/25/23,Party Time Balloons,Balloon Arch,1,38.00,38.00
9/25/23,Party Time Balloons,Centerpiece,7,6.50,"$45.50"
09/25/2023,Tony's Pizza Co.,party pizza,4,34.00,"$136.00"
9/25/23,Theme Party Decor,themed decor kit,2,32.00,"$64.00"
2023-09-24,Party Time Balloon Co.,BALLOON ARCH,1,38.00,38.00
2023-09-24,Party Time Balloon Co.,Centerpiece,5,"$6.50",32.50
9/24/23,Tony's Pizza Co.,PARTY PIZZA,3,34.00,"$102.00"
9/24/23,THEME PARTY DECOR CO.,Themed Decor Kit,2,32.00,64.00
2023-09-09,Party Time Balloon Co.,Balloon Arch,1,"$38.00","$38.00"
09/09/2023,Party Time Balloon Co.,Centerpiece,6,"$6.50",39.00
09/09/2023,Tonys Pizza,party pizza,5,34.00,"$170.00"
9/9/23,Theme Party Decor Co,themed decor kit,3,"$32.00",96.00
09/24/2023,PARTY TIME BALLOONS,BALLOON ARCH,1,"$38.00","$38.00"
9/24/23,PARTY TIME BALLOONS,centerpiece,2,"$6.50","$13.00"
09/24/2023,Tony's Pizza,party pizza,3,34.00,102.00
2023-09-24,Theme Party Decor,Themed Decor Kit,2,32.00,64.00
2023-09-27,Party Time Balloons,BALLOON ARCH,1,38.00,38.00
9/27/23,Party Time Balloons,centerpiece,5,6.50,"$32.50"
2023-09-27,Tony's Pizza Co.,Party Pizza,2,34.00,"$68.00"
9/27/23,Theme Party Decor Co,themed decor kit,3,32.00,"$96.00"
9/24/23,Party Time Balloon Co.,Balloon Arch,1,38.00,"$38.00"
09/24/2023,Party Time Balloon Co.,Centerpiece,7,"$6.50","$45.50"
9/24/23,Tonys Pizza,party pizza,4,"$34.00",136.00
2023-09-24,Theme Party Decor Co,themed decor kit,3,"$32.00","$96.00"
09/14/2023,Party Time Balloon Co.,Balloon Arch,1,38.00,38.00
2023-09-14,Party Time Balloon Co.,Centerpiece,7,"$6.50",45.50
09/14/2023,Tony's Pizza Co.,Party Pizza,3,"$34.00",102.00
9/14/23,THEME PARTY DECOR CO.,Themed Decor Kit,3,"$32.00",96.00
09/29/2023,Party Time Balloon Co.,BALLOON ARCH,1,38.00,"$38.00"
9/29/23,Party Time Balloon Co.,centerpiece,4,6.50,"$26.00"
09/29/2023,TONY'S PIZZA CO,PARTY PIZZA,5,34.00,"$170.00"
2023-09-29,Theme Party Decor Co,themed decor kit,2,32.00,"$64.00"
9/9/23,Party Time Balloons LLC,Balloon Arch,1,38.00,"$38.00"
2023-09-09,Party Time Balloons LLC,centerpiece,6,6.50,"$39.00"
09/09/2023,Tonys Pizza,Party Pizza,4,34.00,136.00
9/9/23,Theme Party Decor Co,Themed Decor Kit,2,32.00,64.00
2023-09-08,Party Time Balloon Co.,balloon arch,1,"$38.00",38.00
2023-09-08,Party Time Balloon Co.,Centerpiece,5,6.50,32.50
09/08/2023,Tonys Pizza,PARTY PIZZA,4,34.00,136.00
2023-09-08,Theme Party Decor,themed decor kit,2,"$32.00",64.00
2023-09-07,Roast House Coffee Co.,Whole Bean 5lb,1,46.78,"$46.78"
2023-09-07,Roast House Coffee Co.,snack pack,4,"$12.00",48.00
09/20/2023,Roast House Coffee,whole bean 5lb,2,"$46.21","$92.41"
09/20/2023,Roast House Coffee,snack pack,3,12.00,"$36.00"
9/25/23,CleanCo Supply Inc,cleaning supplies,1,"$49.90",49.90
10/9/23,Party Time Balloons LLC,BALLOON ARCH,1,"$44.00",44.00
10/9/23,Party Time Balloons LLC,centerpiece,7,"$6.50",45.50
2023-10-09,TONY'S PIZZA CO,party pizza,2,34.00,"$68.00"
2023-10-09,Theme Party Decor,Themed Decor Kit,3,32.00,"$96.00"
2023-10-08,PARTY TIME BALLOONS,Balloon Arch,1,"$44.00",44.00
2023-10-08,PARTY TIME BALLOONS,Centerpiece,6,6.50,"$39.00"
2023-10-08,Tonys Pizza,Party Pizza,2,"$34.00",68.00
2023-10-08,THEME PARTY DECOR CO.,Themed Decor Kit,3,32.00,96.00
10/12/23,Party Time Balloon Co.,Balloon Arch,1,"$44.00","$44.00"
10/12/2023,Party Time Balloon Co.,centerpiece,7,"$6.50",45.50
10/12/2023,TONY'S PIZZA CO,PARTY PIZZA,5,34.00,"$170.00"
10/12/2023,Theme Party Decor Co,Themed Decor Kit,2,32.00,"$64.00"
2023-10-07,Party Time Balloon Co.,BALLOON ARCH,1,44.00,44.00
10/7/23,Party Time Balloon Co.,centerpiece,7,6.50,"$45.50"
10/07/2023,Tony's Pizza Co.,Party Pizza,5,34.00,170.00
10/7/23,Theme Party Decor Co,themed decor kit,2,32.00,"$64.00"
2023-10-27,Party Time Balloon Co.,balloon arch,1,44.00,"$44.00"
10/27/23,Party Time Balloon Co.,centerpiece,6,6.50,39.00
10/27/2023,TONY'S PIZZA CO,party pizza,4,34.00,"$136.00"
10/27/23,THEME PARTY DECOR CO.,Themed Decor Kit,2,"$32.00",64.00
2023-10-20,PARTY TIME BALLOONS,BALLOON ARCH,1,44.00,44.00
10/20/23,PARTY TIME BALLOONS,Centerpiece,5,"$6.50","$32.50"
10/20/23,TONY'S PIZZA CO,Party Pizza,5,34.00,170.00
10/20/2023,Theme Party Decor Co,themed decor kit,2,32.00,"$64.00"
10/18/23,Party Time Balloon Co.,BALLOON ARCH,1,44.00,"$44.00"
10/18/2023,Party Time Balloon Co.,centerpiece,7,6.50,45.50
10/18/23,Tonys Pizza,party pizza,2,"$34.00","$68.00"
10/18/23,THEME PARTY DECOR CO.,themed decor kit,2,32.00,"$64.00"
10/29/2023,Party Time Balloons,Balloon Arch,1,44.00,44.00
2023-10-29,Party Time Balloons,centerpiece,2,"$6.50",13.00
10/29/2023,TONY'S PIZZA CO,Party Pizza,4,34.00,"$136.00"
10/29/2023,Theme Party Decor Co,themed decor kit,3,32.00,"$96.00"
2023-10-04,Roast House Coffee,Whole Bean 5lb,2,"$45.94",91.88
2023-10-04,Roast House Coffee,snack pack,1,"$12.00",12.00
10/20/23,ROAST HOUSE COFFEE,whole bean 5lb,2,44.87,89.74
2023-10-20,ROAST HOUSE COFFEE,snack pack,3,12.00,36.00
10/26/23,CleanCo Supply Inc,cleaning supplies,1,48.72,48.72
,,MONTH TOTAL,,,1834.31
11/12/2023,PARTY TIME BALLOONS,Balloon Arch,1,47.00,"$47.00"
2023-11-12,PARTY TIME BALLOONS,centerpiece,3,6.50,19.50
2023-11-12,TONY'S PIZZA CO,PARTY PIZZA,2,"$34.00",68.00
11/12/23,THEME PARTY DECOR CO.,Themed Decor Kit,3,"$32.00","$96.00"
11/13/2023,Party Time Balloon Co.,Balloon Arch,1,"$47.00",47.00
11/13/2023,Party Time Balloon Co.,Centerpiece,4,6.50,26.00
2023-11-13,Tony's Pizza,party pizza,2,"$34.00",68.00
11/13/2023,Theme Party Decor Co,Themed Decor Kit,2,"$32.00",64.00
11/9/23,Party Time Balloons LLC,BALLOON ARCH,1,47.00,"$47.00"
2023-11-09,Party Time Balloons LLC,centerpiece,4,6.50,"$26.00"
2023-11-09,Tony's Pizza Co.,party pizza,3,34.00,102.00
11/09/2023,Theme Party Decor Co,Themed Decor Kit,2,32.00,64.00
2023-11-20,Party Time Balloons LLC,Balloon Arch,1,47.00,47.00
2023-11-20,Party Time Balloons LLC,Centerpiece,4,"$6.50",26.00
11/20/2023,TONY'S PIZZA CO,Party Pizza,4,34.00,136.00
2023-11-20,Theme Party Decor Co,Themed Decor Kit,2,32.00,64.00
11/01/2023,Party Time Balloons LLC,balloon arch,1,"$47.00","$47.00"
11/01/2023,Party Time Balloons LLC,centerpiece,4,"$6.50",26.00
11/1/23,Tony's Pizza Co.,PARTY PIZZA,4,34.00,"$136.00"
2023-11-01,Theme Party Decor,Themed Decor Kit,2,"$32.00",64.00
2023-11-21,Party Time Balloons,balloon arch,1,47.00,47.00
2023-11-21,Party Time Balloons,centerpiece,3,6.50,19.50
2023-11-21,Tonys Pizza,party pizza,4,"$34.00","$136.00"
11/21/2023,THEME PARTY DECOR CO.,themed decor kit,3,32.00,"$96.00"
11/23/2023,Party Time Balloons LLC,BALLOON ARCH,1,47.00,"$47.00"
11/23/2023,Party Time Balloons LLC,Centerpiece,2,6.50,"$13.00"
2023-11-23,Tony's Pizza Co.,Party Pizza,3,"$34.00","$102.00"
11/23/2023,Theme Party Decor,Themed Decor Kit,2,32.00,64.00
11/06/2023,Party Time Balloons,BALLOON ARCH,1,47.00,"$47.00"
2023-11-06,Party Time Balloons,centerpiece,2,"$6.50","$13.00"
11/06/2023,Tony's Pizza,PARTY PIZZA,5,"$34.00",170.00
11/06/2023,Theme Party Decor,themed decor kit,2,32.00,64.00
11/12/2023,Party Time Balloons,balloon arch,1,47.00,47.00
11/12/23,Party Time Balloons,centerpiece,5,6.50,"$32.50"
2023-11-12,TONY'S PIZZA CO,PARTY PIZZA,4,"$34.00",136.00
11/12/23,THEME PARTY DECOR CO.,Themed Decor Kit,2,"$32.00","$64.00"
11/18/2023,Party Time Balloons,balloon arch,1,47.00,47.00
2023-11-18,Party Time Balloons,Centerpiece,3,6.50,19.50
2023-11-18,TONY'S PIZZA CO,party pizza,4,"$34.00",136.00
11/18/23,THEME PARTY DECOR CO.,themed decor kit,3,"$32.00","$96.00"
2023-11-05,ROAST HOUSE COFFEE,Whole Bean 5lb,2,"$44.98",89.95
11/05/2023,ROAST HOUSE COFFEE,Snack Pack,3,12.00,"$36.00"
11/19/2023,ROAST HOUSE COFFEE,whole bean 5lb,3,45.49,"$136.48"
11/19/23,ROAST HOUSE COFFEE,snack pack,3,12.00,"$36.00"
11/25/23,CleanCo Supply,cleaning supplies,1,"$51.75",51.75
11/11/23,Playworks Toys LLC,play equipment,3,52.12,"$156.37"
2023-12-25,Party Time Balloons,balloon arch,1,47.00,"$47.00"
12/25/23,Party Time Balloons,centerpiece,3,"$6.50","$19.50"
12/25/2023,Tony's Pizza,PARTY PIZZA,4,"$34.00","$136.00"
2023-12-25,Theme Party Decor,themed decor kit,3,"$32.00",96.00
2023-12-15,Party Time Balloons,Balloon Arch,1,"$47.00","$47.00"
12/15/23,Party Time Balloons,Centerpiece,7,"$6.50","$45.50"
12/15/2023,Tonys Pizza,Party Pizza,4,34.00,136.00
12/15/23,Theme Party Decor Co,themed decor kit,3,32.00,96.00
12/27/23,Party Time Balloon Co.,BALLOON ARCH,1,"$47.00",47.00
12/27/2023,Party Time Balloon Co.,centerpiece,4,"$6.50",26.00
2023-12-27,Tonys Pizza,party pizza,4,34.00,"$136.00"
12/27/23,Theme Party Decor,themed decor kit,2,32.00,64.00
2023-12-19,Party Time Balloons,BALLOON ARCH,1,47.00,"$47.00"
2023-12-19,Party Time Balloons,centerpiece,6,"$6.50","$39.00"
12/19/2023,Tonys Pizza,Party Pizza,3,34.00,102.00
2023-12-19,THEME PARTY DECOR CO.,themed decor kit,3,32.00,96.00
12/3/23,Party Time Balloons LLC,balloon arch,1,47.00,"$47.00"
12/3/23,Party Time Balloons LLC,centerpiece,6,"$6.50",39.00
12/3/23,Tony's Pizza,PARTY PIZZA,4,"$34.00",136.00
12/03/2023,Theme Party Decor,themed decor kit,2,32.00,64.00
2023-12-03,PARTY TIME BALLOONS,BALLOON ARCH,1,47.00,47.00
2023-12-03,PARTY TIME BALLOONS,Centerpiece,4,6.50,26.00
2023-12-03,Tonys Pizza,party pizza,4,34.00,"$136.00"
2023-12-03,Theme Party Decor,Themed Decor Kit,3,32.00,96.00
12/19/2023,Party Time Balloons,balloon arch,1,47.00,47.00
12/19/23,Party Time Balloons,Centerpiece,2,"$6.50","$13.00"
2023-12-19,Tony's Pizza Co.,party pizza,3,"$34.00",102.00
12/19/2023,THEME PARTY DECOR CO.,Themed Decor Kit,3,32.00,96.00
12/09/2023,Party Time Balloons,BALLOON ARCH,1,"$47.00",47.00
12/9/23,Party Time Balloons,Centerpiece,2,"$6.50",13.00
12/9/23,Tonys Pizza,PARTY PIZZA,3,"$34.00",102.00
12/09/2023,THEME PARTY DECOR CO.,themed decor kit,3,"$32.00","$96.00"
12/15/2023,Party Time Balloon Co.,BALLOON ARCH,1,47.00,47.00
12/15/23,Party Time Balloon Co.,Centerpiece,2,"$6.50","$13.00"
12/15/23,Tonys Pizza,PARTY PIZZA,3,34.00,"$102.00"
2023-12-15,Theme Party Decor Co,themed decor kit,2,"$32.00","$64.00"
2023-12-13,Party Time Balloons,Balloon Arch,1,47.00,47.00
2023-12-13,Party Time Balloons,Centerpiece,5,6.50,32.50
12/13/2023,Tony's Pizza,Party Pizza,2,"$34.00",68.00
12/13/23,Theme Party Decor Co,Themed Decor Kit,2,"$32.00",64.00
2023-12-06,Roast House Coffee,Whole Bean 5lb,3,47.20,"$141.60"
12/06/2023,Roast House Coffee,Snack Pack,4,12.00,48.00
12/19/23,Roast House Coffee Co.,Whole Bean 5lb,1,45.05,45.05
2023-12-19,Roast House Coffee Co.,snack pack,1,12.00,12.00
12/26/2023,CleanCo Supply,cleaning supplies,1,"$49.74",49.74
01/09/2024,Party Time Balloons,balloon arch,1,47.00,"$47.00"
1/9/24,Party Time Balloons,centerpiece,6,"$6.50",39.00
1/9/24,Tony's Pizza Co.,party pizza,5,34.00,170.00
1/9/24,THEME PARTY DECOR CO.,Themed Decor Kit,3,32.00,96.00
1/25/24,Party Time Balloon Co.,balloon arch,1,47.00,47.00
1/25/24,Party Time Balloon Co.,centerpiece,2,"$6.50",13.00
01/25/2024,TONY'S PIZZA CO,Party Pizza,3,34.00,"$102.00"
1/25/24,Theme Party Decor Co,themed decor kit,3,32.00,96.00
1/29/24,PARTY TIME BALLOONS,balloon arch,1,"$47.00","$47.00"
2024-01-29,PARTY TIME BALLOONS,Centerpiece,3,"$6.50",19.50
1/29/24,Tony's Pizza Co.,PARTY PIZZA,4,"$34.00","$136.00"
01/29/2024,Theme Party Decor,Themed Decor Kit,2,32.00,"$64.00"
01/21/2024,Party Time Balloons LLC,balloon arch,1,47.00,47.00
1/21/24,Party Time Balloons LLC,Centerpiece,5,6.50,32.50
01/21/2024,Tonys Pizza,Party Pizza,4,"$34.00","$136.00"
1/21/24,THEME PARTY DECOR CO.,themed decor kit,3,"$32.00",96.00
2024-01-17,Party Time Balloon Co.,balloon arch,1,"$47.00","$47.00"
1/17/24,Party Time Balloon Co.,Centerpiece,7,6.50,45.50
2024-01-17,Tony's Pizza Co.,party pizza,4,"$34.00","$136.00"
01/17/2024,THEME PARTY DECOR CO.,themed decor kit,2,32.00,64.00
01/25/2024,PARTY TIME BALLOONS,BALLOON ARCH,1,"$47.00",47.00
1/25/24,PARTY TIME BALLOONS,centerpiece,7,"$6.50",45.50
2024-01-25,Tony's Pizza Co.,Party Pizza,2,34.00,68.00
01/25/2024,THEME PARTY DECOR CO.,themed decor kit,3,32.00,"$96.00"
01/07/2024,PARTY TIME BALLOONS,Balloon Arch,1,47.00,47.00
01/07/2024,PARTY TIME BALLOONS,centerpiece,6,"$6.50","$39.00"
01/07/2024,TONY'S PIZZA CO,PARTY PIZZA,2,34.00,68.00
1/7/24,THEME PARTY DECOR CO.,themed decor kit,2,32.00,"$64.00"
1/17/24,Party Time Balloons LLC,BALLOON ARCH,1,47.00,"$47.00"
1/17/24,Party Time Balloons LLC,Centerpiece,6,"$6.50","$39.00"
2024-01-17,Tonys Pizza,PARTY PIZZA,3,"$34.00",102.00
1/17/24,THEME PARTY DECOR CO.,Themed Decor Kit,2,32.00,64.00
1/6/24,ROAST HOUSE COFFEE,Whole Bean 5lb,2,46.63,93.26
01/06/2024,ROAST HOUSE COFFEE,snack pack,3,"$12.00","$36.00"
1/19/24,Roast House Coffee Co.,whole bean 5lb,2,46.30,92.61
01/19/2024,Roast House Coffee Co.,snack pack,4,12.00,48.00
1/27/24,CleanCo Supply Inc,cleaning supplies,1,47.74,47.74
2024-02-08,PARTY TIME BALLOONS,BALLOON ARCH,1,47.00,"$47.00"
2024-02-08,PARTY TIME BALLOONS,centerpiece,7,"$6.50",45.50
2/8/24,Tony's Pizza,Party Pizza,4,34.00,"$136.00"
2024-02-08,Theme Party Decor Co,themed decor kit,3,"$32.00",96.00
2/8/24,PARTY TIME BALLOONS,Balloon Arch,1,"$47.00",47.00
2024-02-08,PARTY TIME BALLOONS,Centerpiece,3,6.50,"$19.50"
02/08/2024,Tony's Pizza Co.,party pizza,2,34.00,"$68.00"
2/8/24,Theme Party Decor Co,themed decor kit,2,32.00,64.00
2/2/24,PARTY TIME BALLOONS,balloon arch,1,47.00,"$47.00"
02/02/2024,PARTY TIME BALLOONS,Centerpiece,3,"$6.50",19.50
2/2/24,Tony's Pizza,PARTY PIZZA,3,34.00,102.00
2024-02-02,THEME PARTY DECOR CO.,themed decor kit,2,"$32.00",64.00
2024-02-15,Party Time Balloons LLC,BALLOON ARCH,1,47.00,"$47.00"
02/15/2024,Party Time Balloons LLC,centerpiece,6,6.50,39.00
2/15/24,Tony's Pizza Co.,Party Pizza,3,"$34.00",102.00
2024-02-15,THEME PARTY DECOR CO.,themed decor kit,3,"$32.00",96.00
2/2/24,Party Time Balloons,balloon arch,1,"$47.00",47.00
02/02/2024,Party Time Balloons,centerpiece,4,"$6.50",26.00
2024-02-02,Tony's Pizza Co.,Party Pizza,3,34.00,102.00
02/02/2024,Theme Party Decor,themed decor kit,3,32.00,"$96.00"
2/3/24,PARTY TIME BALLOONS,balloon arch,1,"$47.00",47.00
2/3/24,PARTY TIME BALLOONS,centerpiece,4,6.50,"$26.00"
2/3/24,Tony's Pizza Co.,PARTY PIZZA,4,"$34.00",136.00
2/3/24,THEME PARTY DECOR CO.,Themed Decor Kit,3,"$32.00",96.00
2/16/24,Party Time Balloons,Balloon Arch,1,47.00,47.00
2/16/24,Party Time Balloons,Centerpiece,4,"$6.50",26.00
2/16/24,Tony's Pizza,Party Pizza,2,"$34.00",68.00
2024-02-16,Theme Party Decor,Themed Decor Kit,3,32.00,"$96.00"
2024-02-22,Party Time Balloons,balloon arch,1,"$47.00",47.00
02/22/2024,Party Time Balloons,centerpiece,3,"$6.50","$19.50"
02/22/2024,Tonys Pizza,party pizza,3,34.00,102.00
2/22/24,Theme Party Decor Co,Themed Decor Kit,2,"$32.00",64.00
2/16/24,Party Time Balloons LLC,balloon arch,1,"$47.00",47.00
2024-02-16,Party Time Balloons LLC,centerpiece,4,6.50,26.00
02/16/2024,TONY'S PIZZA CO,PARTY PIZZA,2,"$34.00",68.00
2/16/24,THEME PARTY DECOR CO.,Themed Decor Kit,3,32.00,96.00
02/04/2024,Party Time Balloons,balloon arch,1,47.00,"$47.00"
2/4/24,Party Time Balloons,centerpiece,6,"$6.50","$39.00"
02/04/2024,Tony's Pizza,party pizza,3,"$34.00","$102.00"
02/04/2024,THEME PARTY DECOR CO.,themed decor kit,2,"$32.00",64.00
2024-02-04,ROAST HOUSE COFFEE,whole bean 5lb,3,45.83,"$137.50"
2024-02-04,ROAST HOUSE COFFEE,Snack Pack,4,12.00,48.00
02/16/2024,Roast House Coffee,Whole Bean 5lb,1,45.02,"$45.02"
2024-02-16,Roast House Coffee,Snack Pack,3,12.00,"$36.00"
02/27/2024,CleanCo Supply,cleaning supplies,1,49.64,"$49.64"
2024-02-19,Playworks Toys,Play Equipment,3,"$57.47",172.40
2024-03-02,Party Time Balloons,balloon arch,1,"$47.00",47.00
03/02/2024,Party Time Balloons,Centerpiece,4,6.50,26.00
2024-03-02,Tony's Pizza Co.,PARTY PIZZA,5,37.00,"$185.00"
03/02/2024,Theme Party Decor,themed decor kit,2,32.00,"$64.00"
2024-03-12,Party Time Balloons,Balloon Arch,1,47.00,47.00
03/12/2024,Party Time Balloons,Centerpiece,6,6.50,39.00
3/12/24,Tony's Pizza Co.,Party Pizza,4,"$37.00",148.00
03/12/2024,Theme Party Decor Co,Themed Decor Kit,3,32.00,96.00
3/20/24,Party Time Balloon Co.,balloon arch,1,"$47.00","$47.00"
03/20/2024,Party Time Balloon Co.,Centerpiece,3,6.50,19.50
2024-03-20,Tony's Pizza Co.,Party Pizza,5,37.00,"$185.00"
03/20/2024,Theme Party Decor,Themed Decor Kit,3,"$32.00",96.00
2024-03-11,PARTY TIME BALLOONS,BALLOON ARCH,1,47.00,47.00
2024-03-11,PARTY TIME BALLOONS,Centerpiece,4,6.50,26.00
03/11/2024,TONY'S PIZZA CO,Party Pizza,3,37.00,"$111.00"
03/11/2024,THEME PARTY DECOR CO.,themed decor kit,3,32.00,"$96.00"
2024-03-23,Party Time Balloons LLC,Balloon Arch,1,"$47.00","$47.00"
03/23/2024,Party Time Balloons LLC,Centerpiece,3,"$6.50",19.50
2024-03-23,Tonys Pizza,party pizza,4,37.00,"$148.00"
3/23/24,Theme Party Decor,themed decor kit,3,"$32.00",96.00
2024-03-03,Party Time Balloon Co.,balloon arch,1,47.00,47.00
2024-03-03,Party Time Balloon Co.,Centerpiece,5,6.50,32.50
3/3/24,Tony's Pizza Co.,party pizza,3,37.00,111.00
3/3/24,Theme Party Decor,Themed Decor Kit,3,32.00,"$96.00"
2024-03-29,Party Time Balloon Co.,balloon arch,1,47.00,"$47.00"
03/29/2024,Party Time Balloon Co.,Centerpiece,2,6.50,13.00
3/29/24,Tony's Pizza Co.,party pizza,3,37.00,"$111.00"
2024-03-29,Theme Party Decor,themed decor kit,2,32.00,64.00
03/26/2024,Party Time Balloons LLC,balloon arch,1,"$47.00","$47.00"
3/26/24,Party Time Balloons LLC,Centerpiece,3,"$6.50",19.50
03/26/2024,Tony's Pizza,party pizza,4,37.00,148.00
2024-03-26,Theme Party Decor Co,Themed Decor Kit,3,32.00,"$96.00"
03/08/2024,Party Time Balloons,balloon arch,1,47.00,"$47.00"
3/8/24,Party Time Balloons,Centerpiece,5,"$6.50",32.50
3/8/24,Tony's Pizza Co.,PARTY PIZZA,3,"$37.00","$111.00"
03/08/2024,Theme Party Decor,themed decor kit,3,32.00,"$96.00"
2024-03-25,Party Time Balloons LLC,Balloon Arch,1,"$47.00",47.00
03/25/2024,Party Time Balloons LLC,Centerpiece,6,"$6.50",39.00
2024-03-25,TONY'S PIZZA CO,Party Pizza,3,"$37.00",111.00
03/25/2024,THEME PARTY DECOR CO.,themed decor kit,2,32.00,"$64.00"
2024-03-15,Party Time Balloon Co.,Balloon Arch,1,47.00,47.00
3/15/24,Party Time Balloon Co.,centerpiece,6,6.50,"$39.00"
03/15/2024,TONY'S PIZZA CO,Party Pizza,3,37.00,111.00
2024-03-15,THEME PARTY DECOR CO.,Themed Decor Kit,3,32.00,"$96.00"
3/20/24,Party Time Balloons LLC,balloon arch,1,"$47.00",47.00
03/20/2024,Party Time Balloons LLC,centerpiece,6,6.50,"$39.00"
2024-03-20,TONY'S PIZZA CO,PARTY PIZZA,4,37.00,148.00
2024-03-20,Theme Party Decor,Themed Decor Kit,2,32.00,"$64.00"
03/05/2024,Party Time Balloon Co.,Balloon Arch,1,47.00,47.00
03/05/2024,Party Time Balloon Co.,centerpiece,6,6.50,39.00
3/5/24,Tony's Pizza,PARTY PIZZA,3,"$37.00",111.00
3/5/24,THEME PARTY DECOR CO.,themed decor kit,3,32.00,"$96.00"
3/5/24,ROAST HOUSE COFFEE,whole bean 5lb,2,"$46.39","$92.79"
2024-03-05,ROAST HOUSE COFFEE,snack pack,3,12.00,36.00
3/16/24,ROAST HOUSE COFFEE,Whole Bean 5lb,1,44.86,"$44.86"
2024-03-16,ROAST HOUSE COFFEE,Snack Pack,4,"$12.00","$48.00"
03/28/2024,CleanCo Supply Inc,cleaning supplies,1,"$48.75","$48.75"
2024-04-13,Party Time Balloons LLC,balloon arch,1,47.00,"$47.00"
2024-04-13,Party Time Balloons LLC,Centerpiece,6,6.50,"$39.00"
2024-04-13,Tony's Pizza,party pizza,4,"$37.00","$148.00"
4/13/24,Theme Party Decor Co,themed decor kit,3,"$32.00",96.00
4/11/24,Party Time Balloons LLC,Balloon Arch,1,47.00,47.00
2024-04-11,Party Time Balloons LLC,centerpiece,4,"$6.50",26.00
4/11/24,Tony's Pizza Co.,party pizza,4,"$37.00","$148.00"
04/11/2024,Theme Party Decor,themed decor kit,3,"$32.00","$96.00"
4/9/24,Party Time Balloons LLC,balloon arch,1,47.00,47.00
04/09/2024,Party Time Balloons LLC,Centerpiece,4,"$6.50","$26.00"
4/9/24,TONY'S PIZZA CO,Party Pizza,2,37.00,"$74.00"
4/9/24,Theme Party Decor Co,themed decor kit,3,32.00,96.00
4/8/24,Party Time Balloons LLC,BALLOON ARCH,1,"$47.00","$47.00"
4/8/24,Party Time Balloons LLC,Centerpiece,6,6.50,39.00
04/08/2024,TONY'S PIZZA CO,PARTY PIZZA,4,"$37.00","$148.00"
2024-04-08,Theme Party Decor Co,themed decor kit,2,"$32.00","$64.00"
04/29/2024,Party Time Balloons,BALLOON ARCH,1,47.00,47.00
2024-04-29,Party Time Balloons,Centerpiece,2,6.50,13.00
04/29/2024,Tony's Pizza,party pizza,5,37.00,"$185.00"
04/29/2024,Theme Party Decor Co,Themed Decor Kit,2,"$32.00",64.00
2024-04-21,Party Time Balloons LLC,balloon arch,1,47.00,47.00
4/21/24,Party Time Balloons LLC,Centerpiece,2,"$6.50",13.00
4/21/24,Tony's Pizza,Party Pizza,3,"$37.00",111.00
2024-04-21,Theme Party Decor,Themed Decor Kit,3,32.00,"$96.00"
4/6/24,Party Time Balloons LLC,Balloon Arch,1,"$47.00",47.00
4/6/24,Party Time Balloons LLC,Centerpiece,4,6.50,26.00
04/06/2024,Tony's Pizza,Party Pizza,5,"$37.00","$185.00"
04/06/2024,Theme Party Decor Co,Themed Decor Kit,3,32.00,96.00
04/21/2024,Party Time Balloons,BALLOON ARCH,1,"$47.00",47.00
